Label,mean,std_dev,max_value,min_value,median,skewness,kurt,q1,q3,mode_value,iqr,File,ZCR Mean,ZCR Median,ZCR Std Deviasi,ZCR Skewness,ZCR Kurtosis,RMS Mean,RMS Median,RMS Std Deviasi,RMS Skewness,RMS Kurtosis
fear.wav,-4.2853066e-05,0.050058343,0.2816056,-0.26708964,0.0001977362,-0.176430075383974,3.7391710787694663,-0.012595283798873425,0.013505935668945312,-0.13297051,0.026101219467818737,YAF_get_fear.wav,0.23149213398972604,0.11376953125,0.22431927487247816,1.3169206173162793,0.4727134923240759,0.040064115,0.031210992,0.029602919,0.3743309483275479,-1.2513016691560301
fear.wav,-3.8491216e-05,0.044681642,0.241706,-0.34756577,0.0008030762,-0.5165437497869518,3.3204042008843526,-0.01875254325568676,0.02147160889580846,-0.046946447,0.04022415215149522,YAF_ring_fear.wav,0.19216506545608109,0.093017578125,0.22329941910534,1.7297970119141692,1.6130123270709902,0.03848671,0.037431285,0.022212727,0.223173273101163,-0.6883800715914408
fear.wav,-3.2917644e-05,0.045111604,0.27325097,-0.29941875,0.00045913208,-0.16860648079181537,3.7361950421295838,-0.015116933500394225,0.016391385346651077,-0.039446108,0.0315083188470453,YAF_lease_fear.wav,0.29013296274038464,0.1455078125,0.2598841153489532,0.9592731056905832,-0.7351296873507573,0.037677918,0.035897326,0.024450606,0.46077551876786704,-0.6187881635132784
fear.wav,-3.826532e-05,0.061574623,0.27815375,-0.37777334,0.00027592975,-0.5096107793782086,3.7525731818118535,-0.017484912648797035,0.02249862067401409,-0.12954423,0.03998353332281113,YAF_phone_fear.wav,0.24435695213607594,0.1240234375,0.23721902820092564,1.238853817504307,0.17372080512512378,0.05045154,0.046528313,0.0350477,0.22182359147626485,-1.1593336848018378
disgust.wav,-1.6235055e-05,0.026035236,0.24620442,-0.1863651,-0.00064513035,1.0938311639269875,11.724306327016993,-0.008173114387318492,0.005522225750610232,-0.018809179,0.013695340137928724,YAF_yes_disgust.wav,0.24266196196933962,0.1015625,0.26992028289107195,1.0707418090007899,-0.5708527044247158,0.018999351,0.012298662,0.017702663,1.6612050259064215,2.305631030888157
fear.wav,-4.488074e-05,0.053507384,0.31627357,-0.3026539,0.0024323596,-1.1303344181554436,4.536987816877025,-0.0171235678717494,0.02507455088198185,-0.11412388,0.04219811875373125,YAF_room_fear.wav,0.14731316817434212,0.0634765625,0.210077029380441,2.289241859400407,3.7914619991018395,0.045246996,0.0371306,0.028087793,0.6104246157603509,-0.7891130930460899
fear.wav,-5.0257e-05,0.054168697,0.28022462,-0.3265948,0.00038098978,-0.4861498965440715,2.999328564361301,-0.01799223432317376,0.02163004968315363,-0.028244654,0.03962228400632739,YAF_which_fear.wav,0.22887853673986486,0.1181640625,0.2149362135231689,1.1933895377634096,0.34884582111316487,0.046751913,0.047298145,0.026942374,0.04893483688414797,-1.1284735172785412
fear.wav,-4.141228e-05,0.050303396,0.2884324,-0.34587756,0.00032676908,-0.5097944884093512,4.755321787987772,-0.015072591602802277,0.017561621963977814,-0.013685846,0.03263421356678009,YAF_should_fear.wav,0.2605442356418919,0.14892578125,0.21848428146736898,1.1380595653360437,0.05732824278588877,0.04198792,0.042687114,0.027368419,0.3346738548928579,-0.7208665679190966
fear.wav,-4.1698284e-05,0.055587545,0.29160586,-0.4065668,0.0003106551,-0.6155318703257734,6.249935027286352,-0.016417264938354492,0.019703105092048645,-0.06251715,0.03612037003040314,YAF_ton_fear.wav,0.23489900914634146,0.133544921875,0.22082647535087258,1.290399941810093,0.2933543201685711,0.044662178,0.03589703,0.033010695,0.7997375366293766,0.07294340410778766
fear.wav,-5.0542905e-05,0.05610401,0.34241992,-0.3430207,0.00055991113,-0.3819661188352143,5.035687017606154,-0.013795961858704686,0.01686577871441841,-0.023822956,0.030661740573123097,YAF_match_fear.wav,0.21457635788690477,0.104248046875,0.21342402645604333,1.4014133160997562,0.7564842672125596,0.043878336,0.03515275,0.03470149,0.6743360664059054,-0.7432876691290238
fear.wav,-4.010121e-05,0.052077536,0.2987003,-0.32879314,0.0003030884,-0.43381477986244543,4.486448635657521,-0.014818113762885332,0.017084107734262943,-0.0841641,0.031902221497148275,YAF_sail_fear.wav,0.25776811079545453,0.1318359375,0.24825429385041442,1.2365762310814359,-0.05472903036493104,0.042749856,0.043673486,0.029505491,0.3161631584154897,-0.8742995954170096
fear.wav,-4.2737043e-05,0.054385953,0.26517057,-0.27780735,0.00039865152,-0.3308872792491435,3.130272459707564,-0.011153866769745946,0.01663665333762765,-0.096143395,0.027790520107373595,YAF_chief_fear.wav,0.24270182291666667,0.103515625,0.22638023173728025,0.9574527774952302,-0.43421361312039286,0.04341742,0.04315799,0.032584876,0.19128028584742565,-1.373089373127872
fear.wav,-3.3318258e-05,0.05381131,0.32605463,-0.33615577,0.0009740491,-0.47404734939166887,3.5175420641783646,-0.020464882254600525,0.02593880333006382,-0.0861497,0.046403685584664345,YAF_pain_fear.wav,0.20965146346830985,0.11328125,0.23525971881786945,1.6919731001394385,1.5347698095327997,0.04620107,0.04542212,0.027210908,0.5469981877122381,-0.30142994941350754
fear.wav,-2.1091955e-05,0.053300228,0.47366273,-0.2976598,0.0008724504,0.5687016272224696,12.246685405253665,-0.014265396166592836,0.02368795359507203,-0.09434797,0.03795334976166487,YAF_pool_fear.wav,0.12904013356854838,0.058837890625,0.19235203099569545,2.530139887716915,5.082071374455792,0.044735286,0.046748385,0.028350733,0.6138728436423876,0.22386224796159926
fear.wav,-4.74294e-05,0.06416655,0.39335442,-0.4870379,0.00014710613,-0.5677484376640671,4.37751685160812,-0.018651584163308144,0.023843303322792053,-0.069716245,0.0424948874861002,YAF_juice_fear.wav,0.2679242484177215,0.13330078125,0.2651680493535823,1.0121761524101591,-0.4591444266565672,0.05228786,0.048780255,0.036652498,0.16141512881075254,-1.312105567638773
fear.wav,-3.3430955e-05,0.08263012,0.4552403,-0.45311975,0.00049505016,-0.18532026228288037,3.815458120880952,-0.023360969498753548,0.02625357359647751,-0.09062168,0.049614543095231056,YAF_half_fear.wav,0.24174669053819445,0.128662109375,0.2205150055287513,1.3224295127092107,0.4390198341096845,0.065418266,0.052225158,0.04996064,0.5228975452448471,-1.0021684107405167
fear.wav,-4.410493e-05,0.06529706,0.33165306,-0.3652475,9.6583346e-05,-0.27291348248279984,3.5815628824576855,-0.01826227456331253,0.019007161259651184,-0.0512172,0.037269435822963715,YAF_cheek_fear.wav,0.24391233766233766,0.16015625,0.2093174077400987,1.1469415100437192,0.4252294580762137,0.052914463,0.050156493,0.037810337,0.4246071860174636,-0.8919700093291913
fear.wav,-4.2844713e-05,0.0682661,0.40119496,-0.43773574,0.00011361154,-0.5043603609658267,5.266547634459505,-0.020921576768159866,0.02409212663769722,-0.066358924,0.045013703405857086,YAF_hit_fear.wav,0.236083984375,0.12890625,0.23082845045433734,1.4113611227162337,0.6352856818507475,0.055941623,0.050596453,0.039099056,0.7098099725328251,-0.24695778426564008
fear.wav,2.810881e-05,0.069142565,0.29186037,-0.31036514,0.00077253114,-0.2678450505059822,1.749866622773757,-0.02444392256438732,0.03080310020595789,-0.048899144,0.05524702277034521,YAF_goal_fear.wav,0.15707879317434212,0.0810546875,0.20675178189161386,2.3627209610964353,4.132658997622458,0.05937887,0.06086015,0.0345359,-0.09221828266147303,-1.3690004131310103
fear.wav,-6.369506e-05,0.06552694,0.3993522,-0.4745555,0.00019384202,-0.5848656242085409,7.071467514110097,-0.016091767698526382,0.019253045320510864,0.006758945,0.03534481301903725,YAF_ditch_fear.wav,0.239691162109375,0.151611328125,0.21002508549710072,1.1641439954509571,0.30347744694032963,0.051824003,0.04387973,0.03991695,0.9127142792393879,0.25523623975730647
fear.wav,-4.1794385e-05,0.0565139,0.29468673,-0.35141522,0.00013086815,-0.48922537115678844,3.666013375477567,-0.01439857017248869,0.016990228090435266,-0.049897354,0.031388798262923956,YAF_week_fear.wav,0.1926236087328767,0.11572265625,0.19235222030987065,1.7917768454066523,2.6747714346230023,0.045457277,0.04426685,0.033533107,0.24101637119093403,-1.2807477793719069
fear.wav,-3.652724e-05,0.088198416,0.59071624,-0.5293051,0.00025284063,-0.16687301720344663,5.693709817353852,-0.020711976569145918,0.024517765268683434,-0.039034076,0.04522974183782935,YAF_life_fear.wav,0.2376525042808219,0.09521484375,0.24314111377588465,1.161801904383894,-0.12885926902158218,0.067149065,0.054343432,0.05629146,0.6770194976923763,-0.6928040212181346
fear.wav,-3.8563994e-05,0.043654956,0.27853724,-0.34142905,0.00013970373,-0.4914820118424711,5.015207002439324,-0.013697499874979258,0.015531626995652914,-0.07995275,0.02922912687063217,YAF_wheat_fear.wav,0.24867983217592593,0.1552734375,0.2209808918187717,1.2207618677379535,0.3698409972191432,0.03538637,0.032140214,0.025378523,0.6444487013815298,-0.4355298244994916
fear.wav,-3.9145503e-05,0.045895636,0.20629244,-0.24916673,0.00037586095,-0.38761783536651934,2.8763085162764366,-0.014695725869387388,0.017532479483634233,-0.090652086,0.03222820535302162,YAF_join_fear.wav,0.20914909638554216,0.11083984375,0.20693102592595433,1.4955131457084314,1.2495998708632854,0.038486175,0.038161494,0.024970556,0.03209639225631334,-1.2738688104801186
fear.wav,-3.0367355e-05,0.112574264,0.5966355,-0.6293283,0.00053082884,-0.3385428088308231,4.319401849597117,-0.021764474920928478,0.029104101937264204,-0.047322117,0.05086857685819268,YAF_boat_fear.wav,0.19958710252192982,0.09130859375,0.1986888067394108,1.3028766087368344,0.4429645395517281,0.08982395,0.08159766,0.06752854,0.7135504890850168,-0.4174047305708557
fear.wav,-4.1332823e-05,0.05694026,0.3472869,-0.3127954,0.00033763165,-0.05087819372926202,4.323473222349956,-0.016044313088059425,0.01712098577991128,-0.0403992,0.033165298867970705,YAF_pass_fear.wav,0.2820502387152778,0.151611328125,0.2724417379192589,0.9808962551997477,-0.6677437065048943,0.046874378,0.048454426,0.032024045,0.17875610836383274,-1.2906353975870346
fear.wav,-5.7467537e-06,0.060086258,0.4276898,-0.40357527,0.000365739,0.04978711830377851,7.849626505191869,-0.015772739425301552,0.016198049765080214,-0.14810136,0.031970789190381765,YAF_wash_fear.wav,0.23685047238372092,0.107421875,0.21892823965041106,1.1917720203037756,0.35506830416090773,0.045174103,0.036067836,0.03912483,1.1740017937864484,0.9970006758573611
fear.wav,-3.909895e-05,0.051268626,0.29845375,-0.28498852,0.00033645798,-0.2304719955563069,2.908056891021812,-0.01823345012962818,0.01917598396539688,-0.03226427,0.03740943409502506,YAF_hole_fear.wav,0.2005615234375,0.100341796875,0.22464838767212827,1.8118318706650656,1.8143688578089971,0.04384662,0.046503358,0.026279246,0.004987883911536115,-0.95906292514446
fear.wav,-5.2881223e-05,0.06782367,0.34530997,-0.30096158,-8.718492e-05,-0.08502699146096653,3.0894413369946045,-0.022202971391379833,0.021810011472553015,-0.07331675,0.04401298286393285,YAF_cab_fear.wav,0.16437809641768292,0.087646484375,0.19823217539817137,2.2299784651895598,3.882198308593286,0.05655527,0.052422326,0.037219044,0.36505955904233434,-1.0455453886880535
fear.wav,1.2473407e-05,0.10321567,0.47800913,-0.47957993,0.002109556,-0.5124353830663193,3.5988158209707732,-0.021976764779537916,0.033631415106356144,0.0054621277,0.05560817988589406,YAF_mode_fear.wav,0.133984375,0.074951171875,0.17739095089737478,2.7219332826324782,6.440332189297218,0.08269995,0.07327111,0.060888063,0.3904264472001108,-1.0867312850926065
fear.wav,-4.469384e-05,0.07884522,0.38205332,-0.42032743,0.0017514778,-0.6044493925378679,3.7211817094540613,-0.029762311838567257,0.034678068943321705,-0.15113166,0.06444038078188896,YAF_mouse_fear.wav,0.2614053754664179,0.1083984375,0.27573676697452776,1.025867320801046,-0.6510981908015774,0.06735576,0.06325753,0.040440805,0.3095979702328983,-1.0133534718542265
fear.wav,-3.6580157e-05,0.049875416,0.22730888,-0.28126392,0.00039920642,-0.41904617698106233,3.7498566183053876,-0.01467010355554521,0.017301535699516535,-0.08497946,0.031971639255061746,YAF_read_fear.wav,0.19251260878164558,0.11181640625,0.18843037249948336,2.082016224324343,3.5871171136856415,0.04105479,0.03330628,0.02830519,0.3570968387443024,-1.1983602982491597
fear.wav,-2.9811972e-05,0.05269686,0.3164723,-0.39449644,0.00039906026,-0.36055350299723177,5.9237150220806605,-0.013924816623330116,0.016918037086725235,-0.13221383,0.03084285371005535,YAF_time_fear.wav,0.22360339796686746,0.13232421875,0.21738928980344324,1.5586906401741925,1.2379296746790969,0.042155366,0.032678057,0.03159261,0.5567926197330754,-0.9360525296897659
fear.wav,-3.1404023e-05,0.07128679,0.436072,-0.38149795,0.00064238487,-0.04004816712540468,5.016534322800537,-0.018770065158605576,0.023187126964330673,-0.1511697,0.04195719212293625,YAF_calm_fear.wav,0.15836148648648649,0.09619140625,0.19243802189420062,2.4502211554018185,4.754836623365137,0.055906046,0.04984337,0.043868616,1.003228091449594,0.23787020624335042
fear.wav,-4.09509e-05,0.05746322,0.34869295,-0.31786242,0.00010522125,-0.10731127728373376,4.8069421573385,-0.009098151931539178,0.011096582049503922,-0.02151064,0.0201947339810431,YAF_thought_fear.wav,0.2523403825431034,0.1611328125,0.22315794955967516,1.1941522272771115,0.49744447259479063,0.04169907,0.02627654,0.039195213,0.7520485674501107,-0.7204343911807793
fear.wav,-4.4778197e-05,0.10058105,0.40549347,-0.54597753,0.002429821,-0.8827711094926464,3.2842608706017984,-0.0294492794200778,0.044455028139054775,-0.007733438,0.07390430755913258,YAF_limb_fear.wav,0.14774445564516128,0.08056640625,0.1849354444827542,2.3104729036251483,4.219521120364016,0.08569392,0.091424935,0.05190359,0.008957387216897194,-1.3069847421677003
fear.wav,-3.1863277e-05,0.052240826,0.35107988,-0.4203234,0.00030593306,-0.3719018279978943,6.047415836293949,-0.012327617267146707,0.013594971038401127,-0.028382964,0.025922588305547833,YAF_tape_fear.wav,0.19282345655487804,0.0947265625,0.2169419590931443,1.6797366444445607,1.623918807289419,0.040787265,0.033202097,0.032138053,0.7737466223633018,-0.15651877442209905
fear.wav,-3.714409e-05,0.042416483,0.24975902,-0.28154188,0.00014686852,-0.6737253918395819,6.275867272398571,-0.00950395967811346,0.012842120602726936,-0.01914867,0.022346080280840397,YAF_book_fear.wav,0.17061647227112675,0.10009765625,0.18967998398086167,1.962477353022733,2.991270933245894,0.033288278,0.025026478,0.02603768,0.6957011370628404,-0.5341138380835404
fear.wav,-4.398955e-05,0.08559537,0.5664982,-0.58014286,0.00025194808,-0.47473974229250837,7.758909999813259,-0.016679549124091864,0.021551478188484907,-0.22239634,0.03823102731257677,YAF_kite_fear.wav,0.22127718538851351,0.1435546875,0.20395990606657186,1.2959230369471624,0.584331529169178,0.064665355,0.04912698,0.055611197,0.9603825370804719,0.22132819488748412
fear.wav,-3.891326e-05,0.050827894,0.29953232,-0.31956148,0.00021870818,-0.5690328952565259,4.959264816543358,-0.01232777419500053,0.0159721989184618,-0.036643833,0.02829997311346233,YAF_make_fear.wav,0.21380764100609756,0.14013671875,0.20477174763078596,1.6278719600913543,1.7943278853739688,0.03962288,0.033273682,0.031743713,0.43430276931324013,-1.1734577201330931
fear.wav,-4.635615e-05,0.07077395,0.41494542,-0.37146512,0.00018293092,-0.1253345769977993,6.621540104916024,-0.012557501439005136,0.01694100769236684,-0.076154724,0.029498509131371975,YAF_bought_fear.wav,0.2025245460304054,0.10009765625,0.20468579793587638,1.5372425355590638,1.2670233608626553,0.052994054,0.04757085,0.046836693,1.031341704080707,0.4415599596500006
fear.wav,4.5726687e-05,0.12188219,0.45245618,-0.49452734,0.0036568504,-0.3430869440976629,1.4791409262060808,-0.047845580615103245,0.05796661227941513,-0.13829216,0.10581219289451838,YAF_hurl_fear.wav,0.1298828125,0.06884765625,0.17563655973608144,2.6953817431157656,6.060236979074654,0.1083232,0.11781654,0.05483407,-0.34089838088250773,-0.9551657559620228
fear.wav,-6.5163526e-06,0.057306997,0.3697561,-0.4433173,0.0004231927,-0.4154263623342038,6.383535581325932,-0.01457136869430542,0.01617940329015255,-0.014340686,0.03075077198445797,YAF_take_fear.wav,0.2218469071061644,0.1884765625,0.18662049100902905,1.2310263537884434,1.0613604803187506,0.04600159,0.048213497,0.033656243,0.3033750950624384,-1.326464345130788
fear.wav,4.251577e-05,0.06834579,0.35331643,-0.41500384,0.00013967883,-0.561136855687067,4.770133961475759,-0.016432016156613827,0.019702949561178684,-0.07213266,0.03613496571779251,YAF_dead_fear.wav,0.1771172417534722,0.0908203125,0.2088431477205363,1.9921374428545142,2.9194177225378084,0.05479382,0.04728097,0.040101163,0.5541979086579867,-0.8382970917411297
fear.wav,-1.0569948e-05,0.07988277,0.4336242,-0.54542565,0.0015429872,-0.6401159767675689,3.2314007528694253,-0.02291406085714698,0.03190531488507986,-0.069551855,0.05481937574222684,YAF_sure_fear.wav,0.22967888327205882,0.132568359375,0.21502855529749024,1.5029931778575616,1.276703809683001,0.068264216,0.076849446,0.040421855,-0.2635521404579329,-1.176326292069238
fear.wav,-4.1716674e-05,0.06523469,0.32390654,-0.39083046,0.0016800828,-0.5340024061182153,2.745277842594856,-0.025171529036015272,0.03137281630188227,-0.106291145,0.05654434533789754,YAF_when_fear.wav,0.17468098958333333,0.0791015625,0.2287162343566585,1.9881359261713833,2.4821312096736188,0.056759212,0.051375333,0.031775877,0.1921396301604258,-1.0876364299769368
fear.wav,-3.330167e-05,0.065253496,0.36149275,-0.416317,0.00014199491,-0.20459026974077524,5.316798278306372,-0.016728611662983894,0.019347764551639557,-0.048925214,0.03607637621462345,YAF_talk_fear.wav,0.234210205078125,0.10791015625,0.22688219526338357,1.4302672017479958,0.8038021486094054,0.05060091,0.042188425,0.04068375,0.7604407303520696,-0.3409787085275151
fear.wav,-3.8053167e-05,0.058679152,0.27966654,-0.32516834,0.00042546674,-0.2536826521366482,4.349162455566581,-0.018442166969180107,0.020249647088348866,-0.045708105,0.03869181405752897,YAF_rat_fear.wav,0.22271332183441558,0.1025390625,0.2433060381624547,1.457012243504704,0.6993335024453207,0.048217013,0.042565923,0.03320395,0.5744353316750066,-0.8450244601827173
fear.wav,-5.886984e-05,0.05342144,0.22413269,-0.3333679,0.0012851835,-0.6474272283401011,2.5979305839678943,-0.021333854645490646,0.02813129499554634,-0.1337151,0.04946514964103699,YAF_name_fear.wav,0.17814127604166666,0.10302734375,0.22416117449890138,2.0405528240578215,2.7285835923044885,0.04688291,0.05113986,0.025238087,-0.12117576688288322,-1.164828060388307
fear.wav,-4.614421e-05,0.043017127,0.2585765,-0.29935795,0.00025441876,-0.4621292295768615,4.342431019294446,-0.011344574391841888,0.01371831726282835,-0.0983751,0.02506289165467024,YAF_void_fear.wav,0.21102469308035715,0.111328125,0.21637342000638612,1.6967879538919006,1.8383889220722942,0.03550313,0.035873324,0.024211124,0.18238872286312582,-1.0793561609271556
fear.wav,-7.6123747e-06,0.11143784,0.56390107,-0.5197086,0.00055436033,-0.21049981613208715,3.45941002901436,-0.02264793962240219,0.03617104049772024,-0.101447776,0.05881898012012243,YAF_gap_fear.wav,0.1333233173076923,0.07568359375,0.1866198384163959,2.6236651802636257,5.6309088076721565,0.08644687,0.086583205,0.0689884,0.6467570604682172,-0.525565568210375
fear.wav,-4.3613643e-05,0.07157066,0.3539161,-0.39854535,0.001373142,-0.514268443017859,3.1111973634263927,-0.02743367850780487,0.03202883433550596,0.0021683695,0.05946251284331083,YAF_hush_fear.wav,0.23616536458333334,0.125,0.21939402341701333,1.380023638923805,0.87894709465714,0.06247286,0.05548662,0.0340818,0.3913436823784124,-0.7583566816612808
fear.wav,-4.1470586e-05,0.042524707,0.2524113,-0.29001045,0.0001283548,-0.6412104358539947,5.062436547885074,-0.009359045419842005,0.012154530733823776,-0.046209414,0.02151357615366578,YAF_pick_fear.wav,0.18606686282467533,0.12890625,0.1698473725917967,1.8793463759675526,3.3179218921403226,0.0338716,0.0323315,0.025450734,0.3319473339164606,-1.0664636345453584
fear.wav,-5.073668e-05,0.053541385,0.34608707,-0.46375257,0.0006051456,-0.6667515414544968,6.778456429177822,-0.019098741933703423,0.02207542024552822,-0.06914161,0.041174162179231644,YAF_team_fear.wav,0.2309695512820513,0.10498046875,0.24041479133243132,1.3380240595568793,0.38997865423469413,0.044915654,0.041886985,0.028707089,1.1992851471235755,1.3910365300129293
fear.wav,-4.174477e-05,0.05959912,0.29714513,-0.27089417,0.0018517019,-0.16296937346762136,2.725737214848489,-0.022045512683689594,0.024288862943649292,-0.036470175,0.046334375627338886,YAF_mob_fear.wav,0.1592867080479452,0.08056640625,0.20770040759052633,2.28505428208087,3.8086009090781747,0.051993012,0.052790873,0.028337128,0.19958249708908382,-0.7796488588493631
fear.wav,-4.4091452e-05,0.056779463,0.28695947,-0.37250546,0.0005760058,-0.5348805875191849,4.216806274172532,-0.017751803621649742,0.02045069681480527,0.0010186762,0.03820250043645501,YAF_tell_fear.wav,0.23384712837837837,0.115234375,0.23937451849266783,1.4019735109549145,0.5965108360459612,0.04781707,0.04179477,0.030575588,0.2068464569626985,-1.1733365391390977
fear.wav,-4.217269e-05,0.05849784,0.2366112,-0.3098799,0.0001528929,-0.2556060898154229,2.3016236123476856,-0.018264543265104294,0.020501666702330112,-0.0799598,0.038766209967434406,YAF_youth_fear.wav,0.19069310238486842,0.095947265625,0.22400997593214284,1.7658537144969308,1.89927437533749,0.047669154,0.04605283,0.033339515,0.2316551630110158,-0.9463841277500227
fear.wav,-4.2596585e-05,0.06476492,0.44682145,-0.50535256,0.0005483894,-0.23899467821709952,8.533413533713144,-0.01784221176058054,0.01996162347495556,-0.03682144,0.0378038352355361,YAF_lose_fear.wav,0.22421409970238096,0.0986328125,0.23489134663524688,1.2446139077354699,-0.005383795969800431,0.049924903,0.04189204,0.04065924,1.2704251397638586,1.8354733905856007
fear.wav,-4.0557636e-05,0.04964549,0.3224333,-0.3526234,-1.2728444e-05,-0.26535506850672913,4.749641684810619,-0.015677548944950104,0.016430247575044632,-0.08991732,0.032107796519994736,YAF_yearn_fear.wav,0.19659745065789475,0.114501953125,0.2063374238561456,1.9238287446290188,2.5927547445092705,0.04043342,0.037036926,0.028674975,0.45899493388212803,-0.9417890679556655
fear.wav,-3.5910216e-05,0.048332546,0.22826499,-0.2551905,0.00038204785,-0.40758978435962,3.3648040731798856,-0.015616367571055889,0.017879044637084007,-0.073897436,0.033495412208139896,YAF_turn_fear.wav,0.2041015625,0.121826171875,0.21440775173976478,1.6974488169431368,1.712157195999338,0.04058724,0.04068765,0.026144113,0.2577164091627733,-0.8515835520342434
fear.wav,2.7359495e-06,0.069162115,0.3807366,-0.35306245,0.00083335437,-0.17773507504165462,4.122634744970004,-0.020909901708364487,0.023306971415877342,-0.036449075,0.04421687312424183,YAF_road_fear.wav,0.194500732421875,0.0830078125,0.23527705417952235,1.788454433377391,1.7165968985721216,0.05620525,0.04898239,0.03983055,0.5216341884080369,-0.9445183101424437
fear.wav,-4.739732e-05,0.07029182,0.3218938,-0.4477096,0.0010043364,-0.5693453253361048,3.730909372179058,-0.01797919161617756,0.025318789295852184,-0.12707739,0.04329798091202974,YAF_fail_fear.wav,0.17267340582770271,0.09326171875,0.19371154480562747,2.017178277305136,3.0214064247131613,0.057681542,0.05478295,0.03960752,0.4007217460171873,-0.9139556584974153
fear.wav,-2.572542e-05,0.083670326,0.42062223,-0.48406214,0.0009453461,-0.37665794476225783,3.7686339205024693,-0.027812466025352478,0.02948160469532013,-0.36230266,0.05729407072067261,YAF_jug_fear.wav,0.1939358181423611,0.095458984375,0.2125925094345012,1.7542197502719603,1.7257700431103915,0.070033036,0.060896926,0.045491923,0.4553101501472537,-1.0830178140156128
